Record ID,Whop Community,Question,Answer
93ca02f8-f27d-436d-9205-f3f261f2e727,Trading Guides Monthly,When are the live streams scheduled?,We host 3 to 4 streams per week from 11:30 AM to 2:00 PM IST. Daily stream status updates are posted in the server.
9381b8cf-9174-40ff-8f23-e97eea03ee60,Premium  Membership,What is included in the Premium Membership?,Complete trading strategy
9381b8cf-9174-40ff-8f23-e97eea03ee60,Premium  Membership,How often are the webinars conducted?,Webinars are conducted weekly
7fd8484b-0c50-417d-a7b4-73212a6a88d0,The Haven,Q: Does this include stock/calls/options as well or just crypto?,A: Yes
7fd8484b-0c50-417d-a7b4-73212a6a88d0,The Haven,Q: Is there an option for just 1 month membership so I can try it out?,Yes! There are 4 payment options: n1) 1 month crypto
7fd8484b-0c50-417d-a7b4-73212a6a88d0,The Haven,Q: If I join at the end of month,A: Regardless of when you join
7fd8484b-0c50-417d-a7b4-73212a6a88d0,The Haven,Q: Do you offer a copy trader service,A: We do not offer a copy trader service. Analysts post trade ideas u0026 members can do whatever they want with the information.
11277afa-3acb-4423-bd07-be09ad38e4f9,Almir.FX Psychology E-Book,what is the refund policy?,no refunds on any of the products sold. i recommend you review the product information upon purchase.
11277afa-3acb-4423-bd07-be09ad38e4f9,Almir.FX Psychology E-Book,how to reach me if you needed questions?,you can reach me on my Instagram @almir.fx and simply DM me
11277afa-3acb-4423-bd07-be09ad38e4f9,Almir.FX Psychology E-Book,is your paid ebook worth the price?,this ebook is my in-depth full trading strategy
11277afa-3acb-4423-bd07-be09ad38e4f9,Almir.FX Psychology E-Book,what time are Signals sent?,Mainly the New York session
cc2b5ed1-0d36-4578-b8ac-5dc94e5b3d68,GIGO Trades Premium,Who can join this server?,Anyone interested in stock trading
cc2b5ed1-0d36-4578-b8ac-5dc94e5b3d68,GIGO Trades Premium,Are there any rules I need to follow?,Yes
cc2b5ed1-0d36-4578-b8ac-5dc94e5b3d68,GIGO Trades Premium,How do I get started with stock trading?,Start by exploring our #resources channel for educational materials and beginner guides.
cc2b5ed1-0d36-4578-b8ac-5dc94e5b3d68,GIGO Trades Premium,What is this Discord server about?,This server is dedicated to discussing stock trading
cc2b5ed1-0d36-4578-b8ac-5dc94e5b3d68,GIGO Trades Premium,Whats your refund policy?,We offer a 2 day trial where you can cancel at anytime to withdraw from the program without charge.
e8147ab3-7c53-4bdd-a24b-5967067e9582,Free Community,Can I cancel anytime?,Yes
e8147ab3-7c53-4bdd-a24b-5967067e9582,Free Community,Does Sully share his trades and when?,Sully shares his trade ideas with the VIP group during London Session (from 8am GMT)
f34a508a-72e7-407a-b636-112e4d7a6c72,Smart Money,How often are live streams conducted?,Live streams are conducted periodically without a set schedule.
f34a508a-72e7-407a-b636-112e4d7a6c72,Smart Money,What kind of support can I expect?,You can receive answers to your questions at any time.
f34a508a-72e7-407a-b636-112e4d7a6c72,Smart Money,Do you give financial advice?,All content on our platform
f34a508a-72e7-407a-b636-112e4d7a6c72,Smart Money,How long does it take to get access to the group once I sign up?,Access is granted right way.
17352598-dba4-4728-9f57-239510f1cbcd,Pockets Full Trading PDF,Q: If you purchase the monthly subscription in the middle of the month does it renew 1 month from that date or the 1st of each month?,A: It renews a month after the day you bought it
3a0ab0ad-f0bb-4ae6-82ae-fee2fc4fe18b,MarWoods Trading 1 on 1,Is this made for new traders?,Yes This course is designed for all levels of trading
3a0ab0ad-f0bb-4ae6-82ae-fee2fc4fe18b,MarWoods Trading 1 on 1,What type of content is included?,You'll get weekly outlooks
4760891e-5f66-4499-a8df-c77918ff190c,SecureTrading Free,How can I contact you for more questions?,Simply open up a ticket!
4760891e-5f66-4499-a8df-c77918ff190c,SecureTrading Free,What does the mentorship include?,Includes 1on1 video calls
652845e8-c41f-4cdb-a2f2-e93d1b37c32a,98 Trades Monthly,What's your refund policy?,Due to the nature of this online service subscription
652845e8-c41f-4cdb-a2f2-e93d1b37c32a,98 Trades Monthly,What pairs do you trade?,I only trade 2 pairs
6bff69dc-72fd-4f35-a7e1-f2f3dd272063,Market Structure Masterclass,Is Initiation Academy just another trading course?,Initiation is more than a course we are focused on educating and creating a community of skilled traders.
6bff69dc-72fd-4f35-a7e1-f2f3dd272063,Market Structure Masterclass,Is this community suitable for beginners with zero experience?,Absolutely
6bff69dc-72fd-4f35-a7e1-f2f3dd272063,Market Structure Masterclass,I am just starting out in South Africa,Yes
5eeca77b-e7a9-40bb-918a-e51d2358c928,LiveFree FX Private Community,Who is the LiveFree FX private community for?,For motivated forex traders seeking expert insights
5eeca77b-e7a9-40bb-918a-e51d2358c928,LiveFree FX Private Community,Do I need prior trading experience to join?,No
5eeca77b-e7a9-40bb-918a-e51d2358c928,LiveFree FX Private Community,How often are the live trading sessions?,Live trading sessions are held on Tuesdays and Wednesdays from 7:30 AM to 10:30 AM EST.
5eeca77b-e7a9-40bb-918a-e51d2358c928,LiveFree FX Private Community,How often are the live pre-market sessions?,The live pre-market sessions are held on Mondays and Thursdays at 7:30 am EST.
5eeca77b-e7a9-40bb-918a-e51d2358c928,LiveFree FX Private Community,What is included in the weekly webinars?,Webinars include trade recaps
e0b76f57-ffcf-47da-9954-48eee3606c94,Course And Discord Access,What do I do if I am completely new to this?,Start off with the crash course that has everything you need to get started and profitable
e0b76f57-ffcf-47da-9954-48eee3606c94,Course And Discord Access,How can I access live trading sessions?,Simply join our Discord and participate in Free Live Trading Fridays with Elder.
e0b76f57-ffcf-47da-9954-48eee3606c94,Course And Discord Access,Who trades live?,Elder Santis
b459e717-bf43-4b64-9281-97aa2be546fc,Wealth Academy,¿Una vez se realice el pago,Una vez hecho el pago se te dará acceso directo al Discord.
b459e717-bf43-4b64-9281-97aa2be546fc,Wealth Academy,¿Qué aprenderé en el Discord?,En la comunidad privada aprenderás a hacer trading
ad37cdf4-6883-433a-8e57-2a42d5311e2c,Markos Mom Trades Premium,Is this a community?,The channel has my daily plans
ad37cdf4-6883-433a-8e57-2a42d5311e2c,Markos Mom Trades Premium,What's the refund policy?,No refunds
ad37cdf4-6883-433a-8e57-2a42d5311e2c,Markos Mom Trades Premium,What's your trading style?,I use auction market theory
ad37cdf4-6883-433a-8e57-2a42d5311e2c,Markos Mom Trades Premium,Do you manage trades for us?,No - I try to get you in at the best location
1c32771a-9435-4e3a-bab5-dfe578e0586f,BH Insights,Is Brandon in the discord?,Yes!
1c32771a-9435-4e3a-bab5-dfe578e0586f,BH Insights,Do I need prior trading experience?,No prior trading experience is required.
1ba619d9-b43c-4f91-b275-649c404784c8,ICTFINATIC SIGNALS,Which Symbols do you trade?,NasDaq E-MINI Futures (US100)
1ba619d9-b43c-4f91-b275-649c404784c8,ICTFINATIC SIGNALS,Do you live stream everyday?,Yes everyday on YouTube for the VIP members to watch live u0026 ask questions while we trade LIVE.
1ba619d9-b43c-4f91-b275-649c404784c8,ICTFINATIC SIGNALS,How to access the Telegram group after purchasing?,Check your emails for your access link or login to your whop account click top right
4439b2a9-8ba8-4455-945d-fe1d0700a4f8,BlueFx Signals,What does BlueFx offer?,BlueFx provides daily buy or sell signals for Forex pair indexes. Our signals are based on expert market analysis
4439b2a9-8ba8-4455-945d-fe1d0700a4f8,BlueFx Signals,How many signals will I receive each day?,You will receive 1 to 2 signals each day
4439b2a9-8ba8-4455-945d-fe1d0700a4f8,BlueFx Signals,Can I cancel my subscription at any time?,Yes
a8ed0f10-d4d7-4bce-ae2f-94d2bc2765d2,Guywholikesforex,What is the cost of the Guywholikesforex service?,The service costs $80.00 per month
a8ed0f10-d4d7-4bce-ae2f-94d2bc2765d2,Guywholikesforex,How can I access the community discussions?,Join the telegram service to engage in exclusive discussions and gain market insights.
26051c1d-b49d-41c0-9488-1c7d701f7917,SimplicityTrading Group,What is forex trading?,Forex trading is speculating
26051c1d-b49d-41c0-9488-1c7d701f7917,SimplicityTrading Group,Do I need experience to start?,No
26051c1d-b49d-41c0-9488-1c7d701f7917,SimplicityTrading Group,How often are trade signals send out?,We are using a (intra)-day trading strategy wich provides between 5-12 signals on a weekly basis.
26051c1d-b49d-41c0-9488-1c7d701f7917,SimplicityTrading Group,Wich apps do I need to start copying the signals?,We advice to use platforms like metatrader 4/5 or c-trader. Make sure you use a reliable broker.
26051c1d-b49d-41c0-9488-1c7d701f7917,SimplicityTrading Group,What is your refund policy?,At simplicitytrading we do not adhere to a refund policy.
0d8ad8b1-24f9-4a20-a21e-ee2cacd1cc6a,The Ultimate Day Trading Guide,Is your community good for new traders?,Yes
0d8ad8b1-24f9-4a20-a21e-ee2cacd1cc6a,The Ultimate Day Trading Guide,What markets do your signals cover?,Our real-time trade signals cover options
9b665d5c-8b35-4104-9f40-4b17e3a4d07b,Elite Academy Elites,What level of trading experience is required?,Our program is designed for all levels
9b665d5c-8b35-4104-9f40-4b17e3a4d07b,Elite Academy Elites,How can I access the live analysis sessions?,Live sessions are accessible through our platform
a0c97de9-b112-45a5-9535-784185de75c7,FXALIQ's Vip Signals,What makes your signals unique?,My own strategy
a0c97de9-b112-45a5-9535-784185de75c7,FXALIQ's Vip Signals,What is your win rate?,Around 80%
a0c97de9-b112-45a5-9535-784185de75c7,FXALIQ's Vip Signals,How do I access the signals?,Signals are shared in real-time via Discord
a0c97de9-b112-45a5-9535-784185de75c7,FXALIQ's Vip Signals,Can I get a refund?,No refunds
a0c97de9-b112-45a5-9535-784185de75c7,FXALIQ's Vip Signals,How do I cancel my subscription?,Cancel anytime directly through Whop with no hidden fees.
3cd80c82-3879-4e3b-aa21-846ca3fc27f8,Free 10-lesson video course,How often is the course content updated?,We regularly update the course content to ensure it remains relevant and aligned with the latest market trends and strategies.
3cd80c82-3879-4e3b-aa21-846ca3fc27f8,Free 10-lesson video course,What makes the premium membership different from the Mentorship Programme?,The Mentorship Programme provides a one-on-one coaching experience
3cd80c82-3879-4e3b-aa21-846ca3fc27f8,Free 10-lesson video course,Who is this Course for?,This Course Is Perfect For You If you're a struggling trader
3cd80c82-3879-4e3b-aa21-846ca3fc27f8,Free 10-lesson video course,How fast can I expect to see results from the course?,While results may vary
3cd80c82-3879-4e3b-aa21-846ca3fc27f8,Free 10-lesson video course,Is this course suitable for someone with no prior trading experience?,Absolutely! The course is designed to accommodate individuals at all levels
1a6ecde7-fcd3-4ba5-80b1-d8a2db17aaab,IGM FX Live Trading Pass,What's your refund policy?,We do not offer refunds. Once you receive the content and access to the server
1a6ecde7-fcd3-4ba5-80b1-d8a2db17aaab,IGM FX Live Trading Pass,How do I join the Discord Lounge?,You are automatically given instant access to the Discord Lounge upon completion of your purchase.
1a6ecde7-fcd3-4ba5-80b1-d8a2db17aaab,IGM FX Live Trading Pass,What do I need to get started in trading?,To get started as a trader
1a6ecde7-fcd3-4ba5-80b1-d8a2db17aaab,IGM FX Live Trading Pass,How long does it take to become a profitable trader?,Like anything
1a6ecde7-fcd3-4ba5-80b1-d8a2db17aaab,IGM FX Live Trading Pass,Do I need to trade full-time to be successful?,No
d111d502-0149-46bf-a6d9-2b58e5bffa8e,Tempo Trades Premium,What Model Do You Trade?,I trade an ICT concept called IFVGs (inverted fair value gaps)
d111d502-0149-46bf-a6d9-2b58e5bffa8e,Tempo Trades Premium,What markets do you trade?,ES/NQ futures
d111d502-0149-46bf-a6d9-2b58e5bffa8e,Tempo Trades Premium,How Often Do You Live Stream?,I am EXTREMELY active and will go live everyday and answer questions in premium chat
d111d502-0149-46bf-a6d9-2b58e5bffa8e,Tempo Trades Premium,What is a prop firm and how does it work?,A proprietary trading firm
72e41868-e6dd-4c1d-a638-c22996b8c1a7,Trade With Antonio VIP,What types of financial instruments do you cover?,We provide signals for stocks
72e41868-e6dd-4c1d-a638-c22996b8c1a7,Trade With Antonio VIP,How can I access the trading signals?,Signals are delivered instantly to your device via our user-friendly platform.
3baa77d3-cc47-4a6c-99f4-842bb28d68bc,ExcelcioHub Gold Signals,What type of trading style are the signals?,Scalping.
3baa77d3-cc47-4a6c-99f4-842bb28d68bc,ExcelcioHub Gold Signals,How do I cancel my membership?,Log into Whop
3baa77d3-cc47-4a6c-99f4-842bb28d68bc,ExcelcioHub Gold Signals,Where's the Trade Tracker?,https://docs.google.com/spreadsheets/d/1icAewQl-GyFGDOZ_YIsdV_gu8IWyG5zy4q4rdeqjAss/edit?usp=sharing
3baa77d3-cc47-4a6c-99f4-842bb28d68bc,ExcelcioHub Gold Signals,When are the trades typically called out on the channel?,New York Session
3baa77d3-cc47-4a6c-99f4-842bb28d68bc,ExcelcioHub Gold Signals,What's the refund policy?,Request a full refund within 3 days of purchase.
641d51d0-8e2f-49e4-8e8e-ccd8224f0f26,S_L.S junior package,1. What services do you offer?,We offer a range of financial mentorship and trading signal packages
641d51d0-8e2f-49e4-8e8e-ccd8224f0f26,S_L.S junior package,3. What is included in the live Zoom sessions?,Our live Zoom sessions cover market analysis
641d51d0-8e2f-49e4-8e8e-ccd8224f0f26,S_L.S junior package,5. Can I get personalized investment advice?,We provide tailored strategies and mentorship
641d51d0-8e2f-49e4-8e8e-ccd8224f0f26,S_L.S junior package,7. How do I schedule my one-on-one mentorship sessions?,After subscribing
ea6fa213-a79a-4ef3-a1e1-40b8c66e747e,Forex Cartel Premium,What type of educational content is available?,We offer a variety of educational materials
ea6fa213-a79a-4ef3-a1e1-40b8c66e747e,Forex Cartel Premium,How can I join the daily live streams?,Members can join daily live streams through our exclusive member portal accessible upon subscription.
ea6fa213-a79a-4ef3-a1e1-40b8c66e747e,Forex Cartel Premium,What is Forex Cartel?,Forex Cartel is a trading community offering live streams
ae57b43a-faec-4b24-a4df-c937d2a17173,Wealth Wave Trading Bundle,How long does it take for me to get funded?,Getting funded with our partners normally takes 1-3 business days.
ae57b43a-faec-4b24-a4df-c937d2a17173,Wealth Wave Trading Bundle,What's your refund policy for signals?,You can cancel your subscription at any time for the Trading u0026 Sport Signals.
ae57b43a-faec-4b24-a4df-c937d2a17173,Wealth Wave Trading Bundle,What if I don't have money to Day Trade?,We can connect you with funding partners for up to 200k.
ae57b43a-faec-4b24-a4df-c937d2a17173,Wealth Wave Trading Bundle,How many trading signals will be sent out on a daily basis?,We send out a minimum of 8 trading signals a day.
ae57b43a-faec-4b24-a4df-c937d2a17173,Wealth Wave Trading Bundle,How many sport bet signals are sent out on a weekly basis?,We send out a minimum of 10 sport signals a week.
